업종,업소명,대표자,시/도,시/군/구,주소(도로명 새주소 명기),변경후 연락처,대표품목, 변경후 가격(원),가격부가설명,영업시간,배달가능여부,주차가능여부
중식,소망각,구경명,인천,남동구,문화서로4번길25-8,,자장면,3000,,11:00~22:0,Y,N
중식,중국성,신운호,인천,남동구,남동대로747번길51,,자장면,3500,,11:00~22:00,Y,N
한식,김밥마을,이보현,인천,남동구,장승남로44,,원조김밥,1500,,24시간,N,N
중식,명인짜장,마명재,인천,남동구,석정로518,,자장면,3000,,11:00~22:00,Y,N
이미용업,고영애 미용실,고영애,인천,남동구,구월로372번길13-13,,커트(할머니),5000,,10:00~22:00,N,N
한식,화미소금구이,유금자,인천,남동구,용천로97번길3,,갈비탕,7000,,11:00~24:00,N,Y
한식,착한식당,유능례(이승현),인천,남동구,남동대로924,,간장게장정식,8500,,10:00~22:00,N,Y
세탁업,드라이119세탁,이호철,인천,남동구,만수로75번길21,,Y셔츠,1000,,10:00~20:00,Y,N
한식,남도추어탕,양선자,인천,남동구,구월로 266번길 10,,추어탕,7000,,10:00~21:00,N,Y
한식,4.9동태탕 구월점,유유경,인천,남동구,구월남로 115,,동태탕,7000,,10:00-22:00,N,Y
한식,서당골토종순대국,박은경,인천,남동구,예술로 206,,순대국,7000,,10:00-22:00,Y,Y
중식,짜장마을,이  백,인천,남동구,호구포로 810번길 52,,자장면,2500,,10:00-21:00,Y,Y
한식,꼬방원조청국장,이윤정,인천,남동구,남동대로 898번길 3,,청국장,6000,,10:00-22:00,N,Y
한식,내고향만두,김양휴,인천,남동구,인주대로 888번길 27,,만수(10개),3000,,10:00-22:00,N,Y
이미용업,유진헤어,김추자,인천,남동구,담방서로 17번길 25,,"컷트(학생,경로)",5000,,10:00-20:00,,Y
한식,큰손의정부부대찌개,김정애,인천,남동구,장승로 5,,부대찌개,6000,,11:00-21:00,N,Y
중식,포청천부,배영하,인천,남동구,소래로 644-1,,자장면,5000,,11:00-21:00,Y,N
세탁업,샬롬크리닝,정병두,인천,남동구,담방로 22번길 3,,양복세탁(상하),3500,,09:00-21:00,Y,Y
한식,명당왕족발,이은숙,인천,남동구,논고개로 136번길 5-17,,족발(특),28000,,12:00-24:00,Y,N
한식,한식부페더드림(구.남동갈비),오미라,인천,남동구,장승로2-5,,점심뷔페,5000,,11:00-15:00,N,Y
한식,큰집손칼국수,장호,인천,남동구,호구포로790번길 21-5,,잔치국수,2500,,11:00-21:00,N,N
기타,줄리아의커피정원,김성숙,인천,남동구,"인주대로888, 42-3",070-8812-6655  324-3442,아메리카노,2500,,10:00-21:00,N,N
중식,중국관,이희복,인천,남동구,은봉로 312번길 23,,자장면,3500,,10:30-22:00,N,Y
한식,시골집(닭1마리시골집),곽노민,인천,남동구,경인로 644번길 55,,게장정식,8000,,10:30-21:00,N,N
한식,스텔라마리나레스토랑,박동원,인천,남동구,논현로 46번길 51,,점심뷔페,7000,,11:30-14:30,N,Y
한식,마더김밥,김은규,인천,남동구,"논고개로114, 에이스타워108호",,오징어꼬마김밥,1500,,07:00-22:00,N,N
한식,민달이네국수,권정임,인천,남동구,구월남로 291(구월동),,열무국수+오리훈제,5000,,09:30-20:00,,N
한식,착한탕.국,조상덕,인천,남동구,호구포로800번길 17(구월동),,추어탕2인분,6000,,,,
한식,서동청국장,김명순,인천,남동구,담방로 48번길 13-12,,청국장,7000,,10:00~22:00,N,Y
한식,항아리필,김달순,인천,남동구,"인주대로 888번길35, 2동105호",,한식뷔페(15종-20종),5000,,11:30~16:00,N,N
이미용업,엠에스와이아름다운차이,문수영,인천,남동구,"소래로 687번길16, 1층1호",,컷트 65세이상,5000,,08:00~18:00,N,N
한식,한돈집,유재원,인천,남동구,선수촌공원로 37 중앙프라자 1층,,한돈생삼겹살(150g),7900,,11:00~24:00,N,Y
이미용업,보람미용실,기순자,인천,남동구,호구포로 790번길 21-5 A동12호,,일반펌,20000,,11:00~18:00,,
한식,모래내홍두깨칼국수,김미자,인천,남동구,호구포로800번길19(구월동),,칼국수,4000,,,N,N
한식,남도바지락생칼국수,전광준,인천,남동구,예술로268번길 41(간석동),,바지락칼국수+ 보리밥,7000,,,N,N
중식,장강(구 용주성),김남심,인천,남동구,"장승로 49-1,1층",,자장면,3000,,,Y,N
중식,북경관(북경중화요리),김중삼,인천,부평구,주부토로262번길 25(갈산동),032-502-8259,짜장면,3500,,10:00~22:00,Y,N
이미용업,김현정헤어샵,김화자,인천,부평구,"수변로 9번길 4, 1호",032-526-4666,커트,10000,,10:00~21:00,N,N
한식,대박반점,김동근,인천,부평구,동수로 28 상가 108호(부평동),032-518-8487,뼈해장국,6000,,10:00~22:00,N,N
한식,정탁구홍두깨손칼국수,정용갑,인천,부평구,주부토로32번길 19(부평동),,칼국수,2500,,10:00~21:00,N,N
한식,명가설렁탕,김석봉,인천,부평구,부흥북로 28(부평동),032-330-8277,설렁탕,6000,,00:00~24:00,N,Y
이미용업,청솔미용실,김성님,인천,부평구,경인로 966-12(부평동),032-502-2179,커트,7000,,10:00~21:00,N,N
한식,시골밥상,홍정기,인천,부평구,배곶로 89(십정동),032-438-2599,된장찌개,4000,,10:00~22:00,N,N
이미용업,미가헤어포인트,장복숙,인천,부평구,배곶남로9번길 40(십정동),032-425-4454,커트,8000,,10:00~21:00,N,N
한식,돈타래 삼겹살,박정빈,인천,부평구,동암남로13번길 5(십정동),032-428-3389,간장게장생선구이백반,8000,,10:00~24:00,N,N
한식,김판조닭강정,김재원,인천,부평구,시장로51번길 24(부평동),032-525-4792,닭강정,6000,,09:30~20:30,N,N
이미용업,한빛이발관,김원진,인천,부평구,마장로 324번길 31(산곡동),032-521-5287,커트+세발,10000,,10:00~21:00,N,N
이미용업,우리이발관,김철중,인천,부평구,평천로 294(갈산동),032-526-0079,커트,10000,,10:00~21:00,N,N
이미용업,황지이발관,정성재,인천,부평구,동수로 167(부개동),032-512-2825,커트,10000,,10:00~21:00,N,N
한식,부부밥상,용대중,인천,부평구,경원대로1363번길 5,032-513-1694,간장게장+고등어구이,6000,,10:40~19:30,N,Y
이미용업,부개이용원,전인희,인천,부평구,수변로9번길 5,070-7371-7083,커트,8000,,,N,N
이미용업,중앙이용원,이선배,인천,부평구,부흥로243번길 7,032-518-1053,커트,9000,,08:30~20:00,N,N
기타양식업,라임수제비,지용석,인천,부평구,경인로962번길 24,070-8727-1447,차돌수제비,7000,,09:00~20:00,N,Y
한식,홍두깨손칼국수,홍경숙,인천,부평구,부흥로334번길 65,032-505-8664,칼만두,5000,,11:00~19:00,N,Y
기타양식업,임계동커피집,임계동,인천,부평구,"길주남로10번길 21, 래미안C상가 221호",,아메리카노,2000,,10:00~21:00,N,Y
이미용업,레인보우,김영석,인천,부평구,남부역로 20번길 16 101호,032-506-4759,커트,7000,,07:00~21:00,N,N
일식,화초밥,김영욱,인천,부평구,경인로 922,032-502-5576,알밥,5000,,11:30~22:30,N,N
한식,엄마네찜마을,최길용,인천,부평구,"시장로82, 나동1층 1호(부평동)",032-508-1694,섞어탕,6000,,,N,N
이미용업,동암남성커트,전상화,인천,부평구,"경인로701번길 57, 1층",,커트,5000,,,N,N
중식,띵호와,김명호,인천,부평구,부영로 26(부평동),032-525-2500,짜장면,3500,,,Y,N
한식,단골분식,최하늘,인천,계양구,안산로 50 (임학동),032-549-9043,주먹밥,1500,,10:30~22:30,Y,N
한식,굴천국,김미애,인천,계양구,임학동로 55-1(임학동),032-546-9295,굴국밥,6000,,09:30~22:00,N,Y
한식,풍년막걸리,서지현,인천,계양구,장제로875번길 10-1(임학동),070-4028-6766,보쌈(중),15000,,15:00~03:00,N,N
한식,검은돈뒷거래,손은채,인천,계양구,임학동로 34(임학동),032-555-9993,흑돼지생고기,8000,,11:30~01:30,N,N
한식,밀밭길,전형근,인천,계양구,용마루1길 11(용종동),032-555-4204,밀면,5000,,11:00~21:00,N,Y
경양식,에버그린,남준무,인천,계양구,"주부토로 477, 1층(계산동)",032-554-1236,칼국수,4500,,11:00~20:00,Y,Y
한식,불끈바다장어,박혜영,인천,계양구,"계산로 149, 1층(계산동)",032-542-8965,갈치조림,7000,,15:00~23:00,N,Y
이미용업,나이스 컷,나승안,인천,계양구,주부토로 380(작전동),032-554-9926,성인커트,6000,,10:00~21:00,N,Y
한식,남원추어탕,조미숙,인천,계양구,"주부토로 395, 1층(작전동)",032-553-1339,추어탕,6000,,10:00~22:00,N,N
이미용업,은빛미용실,전복희,인천,계양구,봉오대로774번길 22 (작전동),032-549-4116,커트,8000,,10:00~21:00,N,Y
한식,으뜸맛집,서중진,인천,계양구,까치말로6번길 10 (작전동),032-543-1888,가정식백반,4500,,09:00~20:30,Y,Y
중식,탕짜,성선호,인천,계양구,안남로554번길 8 (효성동),032-547-8688,짜장면,2000,,10:00~22:00,N,Y
한식,우두리,김영삼,인천,계양구,"계산새로 71, A/109(계산동)",070-8782-4487,돼지불고기,6000,,11:00~22:00,N,Y
이미용업,나이스가이,안상옥,인천,계양구,"계양문화로 90, 111호(계산동)",032-548-2882,커트(남),5000,,10:00~21:00,N,Y
한식,어머니밥상,엄경아,인천,계양구,"오조산로57번길 15, 3층(계산동)",032-556-6330,강된장비빔밥,5000,,09:30~19:30,N,Y
한식,밀밭칼국수,권회경,인천,계양구,오조산로89번길 12(계산동),032-546-3418,닭칼국수,4500,,11:00~22:00,N,Y
세탁업,태산세탁소,송용철,인천,계양구,"용종로 23, 2층 205호(계산동)",032-552-5335,세탁료(정장 1벌),6000,,09:00~22:00,Y,Y
세탁업,한국세탁 전문점,오미정,인천,계양구,"용종로 78, 113호(용종동)",032-544-1475,세탁료(정장 1벌),6000,,08:00~20:00,Y,Y
양식,베네치아레스토랑카페,김연자,인천,계양구,살라리로 8(서운동),032-556-8515,돈가스런치,6000,,11:00~23:00,N,Y
경양식,가  빈,박현석,인천,계양구,"계양산로 64, 1층 102호(계산동)",032-554-3600,돈가스,5500,,10:00~22:00,N,Y
중식,손가네짬뽕,손광수,인천,계양구,계양대로 194번길 8 (계산동),032-555-8688,짜장면,4000,,11:30~21:30,N,N
세탁업,대동세탁,이기분,인천,서구,"심곡로 133, 203호",032-561-3434,세탁료,5000,,08:30~21:30,N,N
세탁업,백양세탁,오현종,인천,서구,승학로287번길 17,032-561-2060,세탁료,6000,,09:00~22:00,Y,N
이미용업,카라헤어?,김미영,인천,서구,건지로334번길 20,032-574-5982,컷트(남.여),9000,,09:30~20:00,N,Y
한식,풍년막걸리,강희두,인천,서구,가정로 122,032-574-2560,해물전,4000,,15:30~02:00,N,N
이미용업,새마음이발관,김석만,인천,서구,"장고개로 287번길 7, 105호",,이용료,5000,,09:00~20:00,N,N
한식,산삼돌곱창,김형숙,인천,서구,"청마로 175, 106호",032-561-9209,국수,3000,,15:00~01:00,N,Y
중식,태풍은불어도 철가방은간다,권양순,인천,서구,승학로 207,,자장면,3500,,09:00~24:00,Y,Y
한식,삼원부대찌개전문,박숙희,인천,서구,대평로7번길 5,032-561-9409,된장전골,5000,,09:00~24:00,N,Y
이미용업,오렌지헤어모드,손선심,인천,서구,심곡로56번길 18,032-567-9577,파마,20000,,10:00~20:00,N,Y
세탁업,늘푸른세탁,권병숙,인천,서구,"승학로 198, 103호",032-562-2959,세탁료,5000,,09:00~21:30,Y,N
중식,대왕홍굴이짬뽕,정유민,인천,서구,서곶로 281-1,032-568-3848,자장면,2500,,09:00~21:00,Y,Y
한식,궁전식당,오정자,인천,서구,석남로 66-1(석남동),032-575-1149,삼겹살(300g),10000,,10:00~23:00,Y,N
세탁업,드라이119세탁전문점,강석규,인천,서구,경서로31번길 48-1,032-564-2434,세탁료,5000,,09:00~21:30,Y,N
한식,풍년왕막걸리,최은경,인천,서구,신석로 83,032-582-8158,해물전,4000,,16:30~02:00,N,N
한식,참진미바지락칼국수,윤정애,인천,서구,승학로 422번길 29,032-569-3601,해물칼국수,4000,,09:00~21:00,N,Y
세탁업,킹세탁소,홍순애,인천,서구,검단로487번길 6,032-562-6318,세탁료,5000,,08:00~21:00,N,N
이미용업,수빈헤어샵,권해순,인천,서구,명가골로 28,032-579-6470,파마,22000,,09:00~21:00,N,N
이미용업,머리풍경,오희자,인천,서구,마전동 43블럭 1롯트,032-566-1223,파마,25000,,10:00~21:00,N,Y
이미용업,임정민 헤어아트,임정례,인천,서구,길주로76번길 30,032-577-2924,파마,25000,,08:40~20:00,N,N
이미용업,이사라 미용실,장광분,인천,서구,가정로152번길 16,032-581-0302,파마,20000,,09:00~21:00,N,Y
세탁업,삼보세탁소,문승수,인천,서구,승학로 457,032-566-4457,세탁료,5000,,08:00~09:00,Y,Y
한식,라델리김밥,송신숙,인천,서구,가정로 384,032-584-5225,라면,2500,,24시간,N,N
한식,삼부자순대,김상범,인천,서구,건지로 249번길 17,032-573-4242,순대국,6000,,09:00~22:30,Y,Y
이미용업,준헤어 월드,황준호,인천,서구,"탁옥로 89, 121호",032-562-7612,커트,6000,,10:00~21:00,N,N
중식,윤짜장,박수임,인천,서구,원적로 91,032-573-6001,짜장면,2500,,10:30~21:00,N,Y
제과업,진오븐베이커리,김진래,인천,서구,"탁옥로89, 119호",032-561-7229,"빵(팥,소보루,크림빵)",500,,07:00~23:30,N,N
한식,"이와 감자탕,찜",이재용,인천,서구,심곡로 35,032-567-6777,감자탕,20000,,09:00~21:00,N,Y
한식,뚱가네,김상호,인천,강화군,강화읍 강화대로393번길 10,032-933-9296,생삼겹살(200g),13000,,15:00~22:00,N,N
한식,만복정,김추자,인천,강화군,강화읍 중앙로 17-9 (풍물시장 2032호),032-933-3085,벤댕이회덮밥(1인분),10000,,11:00~21:00,N,Y
한식,남창식당,유제용,인천,강화군 ,강화읍 남문안길 3,032-934-2380,돼비지백반,5000,,11:00~21:00,N,N
중식,수정반점,남궁금,인천,강화군 ,내가면 강화서로 217,032-932-5891,자장면,3500,,11:00~21:00,N,Y
한식,맛있는밥집,한순옥,인천,강화군 ,내가면 강화서로 217,032-933-8902,백반,5000,,11:00~21:00,N,Y
한식,대성가든,문영숙,인천,옹진군,백령면 백령로 255,032-836-9233,김치찌개,6000,,11:00~22:00,N,Y
이미용업,서울미용실,김연임,인천,옹진군,영흥면 영흥북로35번길27,032-886-5760,컷트,4000,,09:00-20:00,N,N
한식,꿀꿀이만찬,박영미,인천,옹진군,영흥면 선재로342,032-889-7280,순대국,6000,,08:00~21:00,N,Y
한식,명덕식당,김경녕,광주,동구,광주광역시 동구 중앙로196번길 17(궁동),,설렁탕,5000,,,,
이미용업,문화이용원,구창운,광주,동구,광주광역시 동구 문화전당로23번길 36-4(금동),,커트,5000,,,,
한식,수라상,신창협,광주,동구,광주광역시 동구 제봉로82번길 13-9(서석동),,김치찌개,5000,,,,
한식,화롯불,최정기,광주,동구,광주광역시 동구 백서로 168(서석동),,돼지갈비(250g),11000,,,,
중식,삼미식당,윤영춘,광주,동구,광주광역시 동구 백서로 189번길 14-32(서석동),,자장면,4000,,,,
한식,평화식당,손영성,광주,동구,광주광역시 동구 서석로7번길 6-27(불로동),,돼지갈비(250g),12000,,,,
분식,대왕김밥,이정희,광주,동구,광주광역시 동구 제봉로 192-1(대인동),,라면,2500,,,,
한식,이조갈비,정양석,광주,동구,광주광역시 동구 제봉로220-1(대인동),,돼지갈비(250g),12000,,,,
한식,이가네한우방,노병선,광주,동구,광주광역시 동구 의재로26번길 6(학동),,삼겹살(200g),11000,,,,
분식,학동김밥,강수남,광주,동구,광주광역시 동구 남문로 683(학동),,김밥,2000,,,,
이미용업,윤흥미용실,유필숙,광주,동구,광주광역시 동구 학동안길 6(학동),,커트,3000,,,,
한식,보성웰빙식당,양재순,광주,동구,광주광역시 동구 학소로 116-1(소태동),,삼겹살(200g),11000,,,,
한식,태능회관,김용옥,광주,동구,광주광역시 동구 화산로 343(용산동),,돼지갈비(300g),11000,,,,
이미용업,홍주미용실,선종숙,광주,동구,광주광역시 동구 필문대로187번길 1-23(산수동),,커트,7000,,,,
분식,죽사랑김밥사랑,강순자,광주,동구,광주광역시 동구 필문대로287번길 23-17(지산동),,라면,2500,,,,
한식,밥's,박장현,광주,동구,"광주광역시 동구 지산로21, 102호(지산동)",,돈까스,4000,,,,
한식,서석식당,임선덕,광주,동구,광주광역시 동구 백서로 171-3(서석동),,돼지갈비(200g) ,10000,,,,
한식,장터,임우순,광주,동구,광주광역시 동구 백서로 180-1(서석동),,김치찌개,5000,,,,
분식,압구정김밥,김정금,광주,동구,광주광역시 동구 중앙로196번길 31-19(대의동),,김밥,2000,,,,
중식,동구반점,박도경,광주,동구,광주광역시 동구 학소로 91(소태동),,자장면,4000,,,,
한식,담양참숯돼지갈비,고맹신,광주,동구,광주광역시 동구 천변좌로 614-12(소태동),,돼지갈비(250g) ,12000,,,,
한식,소태회관,김옥순,광주,동구,광주광역시 동구 학소로 63(소태동),,돼지갈비(300g),11000,,,,
한식,원조장수갈비,김애숙,광주,동구,광주광역시 동구 동계천로 12-1(대인동),,돼지갈비(200g) ,10000,,,,
목욕업,삼주보석사우나,고재우,광주,동구,광주광역시 동구 동명로 52(동명동),,목욕료,4000,,,,
한식,우리푸드시스템,조숭영,광주,동구,"광주광역시 동구 금남로2가 22-2, 15층(금남로2가)",,백반,4500,,,,
한식,장원회관,임경덕,광주,동구,광주광역시 동구 밤실로 91-1(산수동),,삼겹살(200g),11000,,,,
한식,해뜨는식당,김윤경,광주,동구,광주광역시 동구 제봉로190번길 7-2(대인동),,백반,1000,,,,
목욕업,모아온천,박미옥,광주,동구,광주광역시 동구 무등로 406-1(계림동),,목욕료,4000,,,,
한식,우리푸드시스템,조숭영,광주,동구,광주광역시 동구 금남로 181(금남로5가),,백반,4000,,,,
분식,마쏘라까망베르,조명숙,광주,동구,광주광역시 동구 지산로 21(지산동),,수제돈가스,4000,,,,
중식,짜앤짬탕수육,전성만,광주,동구,광주광역시 동구 제봉로212번길 2-8(대인동),,자장면,3000,,,,
한식,돈까스틱,박향구,광주,동구,"광주광역시 동구 지산로 7, 2층(서석동)",,돈까스,5500,,,,
한식,남양통닭,박문자,광주,동구,광주광역시 동구 충장로58번길 4(충장로4가),062-223-8011,비빔밥,5000,,,,
한식,반디식당,조양춘,광주,동구,광주광역시 동구 구성로 258(계림동),062-222-0809,백반,5000,,,,
한식,청와정,천순례,광주,동구,광주광역시 동구 지호로 78(지산동),062-222-9285,김치찌개,5000,,,,
한식,남원추어탕,성호준,광주,동구,광주광역시 동구 서석로 69(대의동),062-222-2177,삼겹살(200g),10000,,,,
한식,원지식당,이희숙,광주,동구,광주광역시 동구 학소로 96(소태동),062-227-9934,삼겹살(200g),11000,,,,
세탁업,우미세탁소,이주식,광주,서구,"광주광역시 서구 상무민주로 122(쌍촌동,우미아파트상가동)",,세츠,2500,,08:30~10:30,Y,N
세탁업,중흥세탁,국봉숙,광주,서구,"광주광역시 서구 상무민주로 100, 116동 103호(중흥s클래스 상가동)",,셔츠,2000,,8:00~22:00,Y,N
이미용업,주주헤어클럽,김명주,광주,서구,광주광역시 서구 화정로 249(화정동),,파마,25000,,10:00~21:00,,N
세탁업,럭키사,김정순,광주,서구,"광주광역시 서구 염화로40번길18(화정동,럭키아파트상가동)",,셔츠,1000,,08:00~22:00,N,N
노래연습장,히트노래방,김점순,광주,서구,광주광역시 서구 내방로 346(화정동),,이용료(1시간),7000,,12:00~22:00,,N
중식,금룡,김경수,광주,서구,광주광역시 서구 염화로 115(화정동),,짜장면,4000,,11:00~21:00,N,N
일식,동해회바다,이점심,광주,서구,광주광역시 서구 경열로 26번길3(농성동),,동태탕,6000,,9:00~22:00,N,N
한식,금소반,임영숙,광주,서구,광주광역시 서구 대남대로 462번길 14(농성동),,김치찌개,6000,,11:00~22:00,N,N
한식,전원일기,나희은,광주,서구,광주광역시 서구 화정로 309번길23-2(농성동),,삼겹살,10000,,10:00~22:00,N,N
숙박업,순천장,임종갑,광주,서구,광주광역시 서구 경열로 12(농성동),,대실,10000,,24시간,,Y
한식,수목원,지효숙,광주,서구,광주광역시 서구 내방로 157번길4(쌍촌동),,삼겹살,11000,,9:30~22:00,N,N
한식,청송회관,심경열,광주,서구,광주광역시 서구 광천1길 6-13(광천동),,곰탕,6000,,10:00~22:00,Y,Y
한식,무등회관,박경자,광주,서구,광주광역시 서구 죽봉대로 111번길12(광천동),,불백,9000,,9:30~22:00,N,N
한식,상해회관,김양현,광주,서구,광주광역시 서구 경열로 151-1(양동),,삼겹살,10000,,6:00~22:00,Y,N
세탁업,남진컴퓨터,남기래,광주,서구,광주광역시 서구 구성로 109-3(양동),,셔츠,2000,,7:00~21:00,Y,N
이미용업,뉴욕진헤어,이유심,광주,서구,광주광역시 서구 경열로 71(농성동),,파마,20000,,10:00~21:00,,N
이미용업,그린샵,김은진,광주,서구,광주광역시 서구 경열로 79(농성동),,파마,20000,,10:00~19:00,,N
한식,예향한우촌,김호철,광주,서구,광주광역시 서구 풍금로 4번길5(풍암동),,비빔밥,6000,,11:30~22:00,N,N
목욕업,공간목욕탕,이규성,광주,서구,광주광역시 서구 금화로 488(농성동),,어린이,3500,,5:00~19:00,,Y
한식,진성회관,최봉수,광주,서구,광주광역시 서구 금화로 481번길6-16(농성동),,애호박찌개,6000,,10:00~22:00,N,Y
노래연습장,쎄븐노래연습장,서정화,광주,서구,광주광역시 서구 시청로 56번길8(치평동),,이용료(1시간),8000,,11:00~24:00,,Y
한식,이가옹구삼겹살,이인희,광주,서구,광주광역시 서구 시청서편로 2(치평동),,묵은지김치전골,7000,,9:00~24:00,N,Y
한식,장흥한우,강난희,광주,서구,광주광역시 서구 상무연하로 15(치평동),,애호박찌개,6000,,11:00~23:00,N,Y
한식,진미가람,조상철,광주,서구,광주광역시 서구 상무중앙로 28번길18(치평동),,갈비,13500,,24시간,N,Y
한식,금강식당,김재홍,광주,서구,광주광역시 서구 천변우하로 373(동천동),,냉면,5000,,11:00~22:00,N,N
한식,삼겹살파티,전서련,광주,서구,광주광역시 서구 상무시민로 99(치평동),,김치찌개,6000,,11:00~24:00,N,Y
한식,수미식당,이광훈,광주,서구,광주광역시 서구 월산로 165번길9(농성동),,비빔밥,5000,,10:00~21:00,Y,N
이미용업,벨라샵,김영미,광주,서구,"광주광역시 서구 염화로57번길 20, 112호(화정동)",,염색,20000,,09:00~21:00,,N
기타외식업,디디치킨,한정화,광주,서구,광주광역시 서구 화운로 107(화정동),,치킨,15000,,12:00~01:00,Y,N
일식,가이덴스시,문치호,광주,서구,광주광역시 서구 상무연하로 62(치평동),,회덮밥,12000,,12:00~06:00,N,Y
기타외식업,김강심명풍가,김강심,광주,서구,광주광역시 서구 회재로 841(매월동),,팥죽,6000,,11:00~20:00,N,Y
한식,사랑방농성점,배현수,광주,서구,광주광역시 서구 내방로 394(농성동),,생삼겹,8000,,10:00~22:00,N,Y
한식,대정회관,차종덕,광주,서구,광주광역시 서구 대남대로 462번길3(농성동),,육개장,6000,,10:00~21:30,N,N
이미용업,첫눈에 반해,김인숙,광주,서구,광주광역시 서구  발산로 46(양동),,파마,25000,,10:00~20:00,N,Y
한식,위가네,위종식,광주,서구,광주광역시 서구 상무화원로32번길 25-10 (치평동),,오돌뼈,10000,,11:00~24:00,N,Y
한식,시골농장,정다운,광주,서구,광주광역시 서구 경열로54번길 3-1(농성동),,생선갈치구이,10000,,09:30~21:30,N,N
한식,예지원,이재윤,광주,서구,광주광역시 서구 화정로309번길 11-1 (농성동),,김치찌개,6000,,10:00~22:00,N,N
한식,명가홍한우,박성환,광주,서구,광주광역시 서구 경열로14번길 3(농성동),,백반정식,5000,,10:00~22:00,N,N
중식,모리화,오은하,광주,서구,광주광역시 서구 풍금로 31-1 (풍암동),,짜장면,4000,,10:00~22:00,Y,Y
기타외식업,치킨튀기는오빠,김우람,광주,서구,광주광역시 서구 풍암순환로 82 (풍암동),,치킨,10900,,10:00~22:00,Y,N
한식,신토불이,주영순,광주,서구,광주광역시 서구 화운로303번길 3 (광천동),,오리탕,6000,,10:00~22:00,N,N
한식,좋은포크,오선,광주,서구,광주광역시 서구 상일로 54번길 7(쌍촌동),,생삼겹,9000,,10:00~22:00,N,N
한식,맛있는집,강구남,광주,서구,광주광역시 서구 화운로175번길10(화정동),,된장찌개,5000,,10:00~22:00,N,N
중식,일품향,오이근,광주,서구,광주광역시 서구 화정로179번길 29-3(화정동),,짜장면,3000,,10:00~22:00,Y,N
일식,청년연어,박결,광주,서구,광주광역시 서구 유림로98번길 7(동천동),,청년비빔밥,6000,,11:00~24:00,N,N
중식,장가계,김이태,광주,남구,광주광역시 남구 백서로 67(양림동),,짬뽕,6000,,09:00~20:30,Y,N
한식,행복한양림밥상,임현숙,광주,남구,광주광역시 남구 양림로 42(양림동),,비빔밥,6000,,09:00~21:00,N,N
한식,윤호식당,김옥천,광주,남구,광주광역시 남구 제중로 30(양림동),,자장면,4500,,11:00~20:00,Y,N
한식,뚱스넥,조명희,광주,남구,광주광역시 남구 제중로 42-1(양림동),,김치찌개,4000,,10:00~20:00,N,N
경양식,왕돈가스전문점,김숙희,광주,남구,광주광역시 남구 제중로 39(양림동),,돈가스,6000,,10:00~20:30,N,N
한식,하늘이네,이행자,광주,남구,광주광역시 남구 제중로 41(양림동),,라면,2500,,08:30~21:00,N,N
세탁업,사직세탁소,편춘기,광주,남구,광주광역시 남구 백서로 55(양림동),,드라이,5000,,08:00~21:00,N,N
한식,그린팥죽,윤현철,광주,남구,광주광역시 남구 봉선중앙로134번길 5(방림동),,라면,2000,,09:00~21:00,N,N
이미용업,두리미용실,이광림,광주,남구,광주광역시 남구 천변좌로552번길 21-1(방림동),,커트,6000,,08:00~20:00,N,N
사진,명보스튜디오,송광옥,광주,남구,광주광역시 남구 용대로 131(방림동),,촬영인화,12000,,09:00~21:00,N,N
세탁업,뉴욕세탁,윤장욱,광주,남구,광주광역시 남구 봉선1로 63-1(봉선동),,드라이,5000,,08:00~20:00,N,N
한식,장미유황오리,민영자,광주,남구,광주광역시 남구 대남대로181번길 23(주월동),,김치찌개,5000,,09:30~21:30,N,N
한식,서대마을,문정숙,광주,남구,광주광역시 남구 대남대로181번길 36-1(주월동),,김치찌개,5000,,09:00~21:30,N,N
휴게음식점,카페아짐,장정옥,광주,남구,광주광역시 남구 대남대로181번길 35-1(주월동),,아메리카노,2500,,10:00~22:00,N,N
이미용업,실로암미용실,김분순,광주,남구,광주광역시 남구 대남대로181번길 35-1(주월동),,커트,6000,,10:00~20:00,N,N
이미용업,이다우미용실,이영현,광주,남구,광주광역시 남구 서동로 2-1(서동),,커트,5000,,09:00~20:00,N,N
휴게음식점,원두상사,오경탁,광주,남구,광주광역시 남구 중앙로 106(서동),,아메리카노,1500,,08:00~20:00,Y,N
한식,대흥갈비,이희숙,광주,남구,광주광역시 남구 덕림남길 49(월산동),,김치찌개,6000,,07:00~22:00,Y,N
이미용업,혜성이발,장중길,광주,남구,광주광역시 남구 서동로 33-2(월산동),,커트,5000,,06:00~18:00,N,N
세탁업,유림종합크리닝,박정관,광주,남구,광주광역시 남구 월산로151번안길 1(월산동),,드라이,4000,,09:00~20:00,N,N
한식,다모아,임장순,광주,남구,광주광역시 남구 군분로 127-1(월산동),,비빔밥,5000,,10:30~21:30,N,N
이미용업,뽀글뽀글,김승란,광주,남구,광주광역시 남구 대남대로390번길 4(월산동),,커트,7000,,09:00~20:00,N,N
한식,평화루,김연숙,광주,남구,광주광역시 남구 군분로 77번길 6-1(월산동),,자장면,2500,,12:00~19:00,N,N
한식,60년대국밥,이경숙,광주,남구,광주광역시 남구 군분로 76(월산동),,김치찌개,5000,,10:30~22:30,N,N
한식,한우암소생고기전문점,윤도심,광주,남구,광주광역시 남구 군분로 84(월산동),,비빔밥,5000,,09:30~22:00,N,Y
한식,벽옥,이강근,광주,남구,광주광역시 남구 군분로 73(월산동),,냉면,5000,,14:00~02:00,N,N
